incident_num,shooting_date,district,shooting_type_v2,victim_gender,victim_race,victim_ethnicity_NIBRS,multi_victim
I162003560,2016-01-13 19:36:24+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162003848,2016-01-14 21:30:42+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162004418,2016-01-16 22:05:23+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162004526,2016-01-17 12:17:38+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162005173,2016-01-20 20:20:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162006622,2016-01-25 14:38:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162007065,2016-01-27 01:39:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162007640,2016-01-29 00:33:00+00,B3,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f
I162008969,2016-02-02 16:40:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162009661,2016-02-05 02:37:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162009661,2016-02-05 02:37:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162009550,2016-02-04 17:46:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162011468,2016-02-12 10:25:59+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162011468,2016-02-12 10:25:41+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162013434,2016-02-20 03:30:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162013862,2016-02-21 16:29:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162017441,2016-03-05 14:21:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162020921,2016-03-17 17:33:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I1620201821,2016-03-20 21:24:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162021886,2016-03-21 05:49:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162021886,2016-03-21 05:49:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162022418,2016-03-22 22:29:00+00,A7,Fatal,Male,White,Not Hispanic or Latinx,f
I162022446,2016-03-22 23:33:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162022446,2016-03-22 23:33:00+00,E13,Non-Fatal,Female,Unknown,Unknown,t
I162023617,2016-03-27 02:11:06+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162022759,2016-03-24 03:16:47+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162022863,2016-03-24 13:19:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162026598,2016-04-06 14:32:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162026728,2016-04-06 22:24:00+00,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162030585,2016-04-20 11:19:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162031072,2016-04-21 21:31:00+00,A15,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162031116,2016-04-22 02:38:00+00,D14,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162031289,2016-04-22 18:05:58+00,C11,Non-Fatal,Female,White,Hispanic or Latinx,f
I162031365,2016-04-22 23:15:12+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162032243,2016-04-25 22:52:39+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162032243,2016-04-25 22:52:57+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I162032844,2016-04-27 22:54:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162033066,2016-04-28 19:10:39+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162033354,2016-04-29 20:14:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162034516,2016-05-03 21:47:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,t
I162034516,2016-05-03 21:47:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
I162035873,2016-05-08 16:59:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
I162036099,2016-05-09 15:48:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162038029,2016-05-15 23:13:00+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162037770,2016-05-14 22:47:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162037747,2016-05-14 21:57:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I1062037733,2016-05-14 20:21:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162037458,2016-05-13 18:36:00+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162038639,2016-05-17 22:16:00+00,D4,Non-Fatal,Male,White,Hispanic or Latinx,f
I162039242,2016-05-19 21:51:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162039152,2016-05-19 17:07:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162041040,2016-05-25 23:19:00+00,A7,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162039152,2016-05-19 17:07:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162041316,2016-05-26 19:29:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162042032,2016-05-29 03:59:55+00,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162041974,2016-05-28 23:19:43+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162041694,2016-05-28 01:35:12+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
I162042228,2016-05-29 10:20:49+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162043232,2016-06-02 03:51:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162043217,2016-06-02 00:41:00+00,A7,Non-Fatal,Male,White,Hispanic or Latinx,f
I162044119,2016-06-04 23:16:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162044152,2016-06-05 02:41:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162043871,2016-06-04 03:01:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162043842,2016-06-03 23:30:00+00,B3,Non-Fatal,Female,Unknown,Unknown,f
I162043804,2016-06-03 21:07:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I160266914,2016-05-29 00:08:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162045234,2016-06-08 13:16:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162045234,2016-06-08 13:16:00+00,B2,Fatal,Female,Black or African American,Hispanic or Latinx,t
I162045234,2016-06-08 13:16:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162045234,2016-06-08 13:16:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162046995,2016-06-14 12:22:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162047077,2016-06-14 16:57:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162046888,2016-06-14 00:31:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162048538,2016-06-18 23:08:22+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162048538,2016-06-18 23:08:43+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162048551,2016-06-19 00:35:09+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162048551,2016-06-19 00:35:04+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162049094,2016-06-20 22:28:35+00,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,t
I162049094,2016-06-20 22:28:56+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162049089,2016-06-20 23:24:25+00,C6,Non-Fatal,Male,White,Hispanic or Latinx,f
I162049376,2016-06-21 20:24:24+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162049388,2016-06-21 21:25:57+00,B3,Non-Fatal,Female,White,Hispanic or Latinx,f
I162050266,2016-06-24 15:22:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162050762,2016-06-26 12:57:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162050393,2016-06-25 00:06:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162051465,2016-06-28 23:24:00+00,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162052637,2016-07-02 23:15:02+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162052935,2016-07-04 01:24:47+00,D4,Non-Fatal,Female,White,Not Hispanic or Latinx,f
I162053206,2016-07-05 00:28:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I162053206,2016-07-05 00:28:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162053206,2016-07-05 00:28:00+00,B2,Non-Fatal,Female,Unknown,Unknown,t
I162054043,2016-07-07 23:36:37+00,C11,Fatal,Male,Unknown,Unknown,t
I162054043,2016-07-07 23:36:53+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I162054468,2016-07-09 00:02:40+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162054882,2016-07-10 15:48:44+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162054985,2016-07-10 23:48:44+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162055195,2016-07-11 17:27:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162055281,2016-07-11 23:02:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162055287,2016-07-11 23:03:00+00,C6,Non-Fatal,Female,Unknown,Unknown,f
I162058558,2016-07-22 21:50:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162058557,2016-07-22 21:06:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162058281,2016-07-21 22:39:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162058298,2016-07-21 23:57:00+00,D14,Non-Fatal,Male,White,Hispanic or Latinx,f
I162059512,2016-07-26 00:56:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162059501,2016-07-25 23:20:00+00,C11,Non-Fatal,Male,Unknown,Unknown,t
I162059501,2016-07-25 23:20:00+00,C11,Non-Fatal,Male,Unknown,Unknown,t
I162059839,2016-07-27 00:01:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162059839,2016-07-27 00:01:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162059839,2016-07-27 00:01:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162060990,2016-07-30 17:15:01+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162061073,2016-07-30 22:42:27+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162061140,2016-07-31 03:50:34+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I162061140,2016-07-31 03:50:30+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162060517,2016-07-29 00:53:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162064098,2016-08-09 11:20:52+00,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162065072,2016-08-12 23:38:31+00,B3,Fatal,Male,Unknown,Unknown,f
I162064751,2016-08-11 23:39:16+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I162066023,2016-08-15 23:40:00+00,C6,Non-Fatal,Male,Unknown,Unknown,f
I162066265,2016-08-17 06:55:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162067011,2016-08-18 22:23:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162066921,2016-08-18 16:53:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162066921,2016-08-18 16:53:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162067634,2016-08-20 23:46:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I162067634,2016-08-20 23:46:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I162067634,2016-08-20 23:46:00+00,B3,Non-Fatal,Male,Unknown,Unknown,t
I162067634,2016-08-20 23:46:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162067634,2016-08-20 23:46:00+00,B3,Non-Fatal,Male,Unknown,Unknown,t
I162067894,2016-08-21 22:40:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
I162067346,2016-08-20 00:05:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162067346,2016-08-20 00:05:00+00,B2,Non-Fatal,Female,Unknown,Unknown,t
I162069476,2016-08-27 03:33:25+00,E13,Fatal,Male,Unknown,Unknown,f
I162069471,2016-08-27 01:39:35+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162069477,2016-08-27 02:51:15+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162069440,2016-08-26 21:16:03+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162068906,2016-08-25 00:59:44+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162068258,2016-08-23 02:15:54+00,B3,Non-Fatal,Male,Asian,Not Hispanic or Latinx,f
I162072272,2016-09-05 01:41:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162071993,2016-09-03 08:45:25+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162071653,2016-09-02 21:10:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
 I162070706,2016-08-30 21:28:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162072280,2016-09-05 02:12:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I162073342,2016-09-08 22:46:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162073020,2016-09-07 19:44:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162073682,2016-09-10 00:55:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162073682,2016-09-10 00:55:00+00,D4,Non-Fatal,Female,White,Hispanic or Latinx,t
I162073953,2016-09-10 23:07:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162074754,2016-09-13 16:47:39+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162076074,2016-09-17 18:57:17+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162075905,2016-09-17 02:17:38+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162075905,2016-09-17 02:17:32+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162075905,2016-09-17 02:17:17+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162076439,2016-09-18 22:10:15+00,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162077078,2016-09-20 20:06:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162077070,2016-09-20 20:34:28+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162077092,2016-09-20 20:34:27+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
I162077407,2016-09-21 21:16:40+00,B3,Non-Fatal,Male,Unknown,Unknown,f
I162077614,2016-09-22 16:24:19+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162078402,2016-09-25 14:08:14+00,D4,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162078997,2016-09-27 00:56:47+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162080713,2016-10-02 16:47:43+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162080292,2016-10-01 04:32:12+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162081928,2016-10-06 18:36:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162081907,2016-10-06 17:30:48+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162082657,2016-10-08 22:56:53+00,E13,Fatal,Male,White,Not Hispanic or Latinx,f
I162082684,2016-10-09 01:03:01+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162082704,2016-10-09 03:30:48+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162083769,2016-10-12 22:51:13+00,A7,Non-Fatal,Male,White,Hispanic or Latinx,t
I162083769,2016-10-12 22:51:14+00,A7,Non-Fatal,Male,White,Hispanic or Latinx,t
I162084852,2016-10-16 19:36:35+00,E13,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162084533,2016-10-15 15:58:44+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162085177,2016-10-17 20:55:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162085432,2016-10-18 17:42:58+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162085838,2016-10-19 22:52:39+00,B2,Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I162086029,2016-10-20 15:40:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162086460,2016-10-22 14:30:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162086825,2016-10-23 11:30:00+00,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162088581,2016-10-29 14:27:35+00,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I162088581,2016-10-29 14:27:20+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162088605,2016-10-29 16:24:05+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162087894,2016-10-26 23:51:29+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162087131,2016-10-24 13:33:49+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162089429,2016-11-01 14:16:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162090282,2016-11-04 00:04:36+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162090277,2016-11-03 23:45:20+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I162090649,2016-11-05 10:10:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162090597,2016-11-05 00:39:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162090599,2016-11-05 01:16:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
I162091087,2016-11-06 19:47:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I162091158,2016-11-07 02:40:37+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162091710,2016-11-08 22:45:28+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162092746,2016-11-12 16:46:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162092746,2016-11-12 16:46:46+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I162092748,2016-11-12 17:46:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I162092748,2016-11-12 17:46:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I162092494,2016-11-11 17:27:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162093213,2016-11-14 14:55:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162093358,2016-11-14 23:31:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162093473,2016-11-15 12:16:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162094630,2016-11-19 02:54:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162095771,2016-11-22 23:51:00+00,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162097703,2016-11-30 14:20:00+00,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162097868,2016-12-01 06:23:29+00,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162098159,2016-12-01 23:51:09+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I162097972,2016-12-01 13:30:56+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162098714,2016-12-03 19:16:58+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162098343,2016-12-02 15:08:27+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162098292,2016-12-02 13:30:32+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162098498,2016-12-03 00:12:00+00,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I162100329,2016-12-09 04:09:00+00,E13,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I162100193,2016-12-08 17:06:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
